"dependiente","tipo_dependiente","explicativa_principal","especificacion","modelo","termino","estimacion","error_std","estadistico","p_valor"
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","sin_control","re","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL",0.031876934815299,0.00544863754191913,5.85044143055095,9.95539206248159e-09
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","con_control","pool","(Intercept)",1.98121566695295,0.578285091102818,3.42601892636498,0.000673729124912153
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","con_control","pool","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL",0.0389186497257618,0.00747266078671978,5.20813815005854,3.01266580233151e-07
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","con_control","pool","RENTA_NETA_MEDIA_HOGAR",5.93179773558299e-05,1.75325406754996e-05,3.38330755671494,0.000784401730489835
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","con_control","fe","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL",0.00491930908388693,0.00513365290414131,0.958247309614276,0.338637458231702
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","con_control","fe","RENTA_NETA_MEDIA_HOGAR",8.15841411635148e-05,7.23308873637949e-06,11.279294937055,3.46746834979429e-25
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","con_control","fe_tw","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL",0.00998775337194075,0.00570089664586042,1.75196183905441,0.0807177366589332
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","con_control","fe_tw","RENTA_NETA_MEDIA_HOGAR",5.78224932421087e-05,2.19084373944606e-05,2.63927966203234,0.00870618250196554
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","con_control","re","(Intercept)",2.12960742830725,0.245173068744118,8.68613930239569,8.77565008378835e-17
"ALQUILER_MED_M_M2_U","principal","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL","con_control","re","VIVIENDAS_VACACIONALES_RESERVADAS_M_PER_MIL",0.0136788866959964,0.00503693138401719,2.71571829217313,0.00689011375051148
